bond_code,bond_name,market,exit_reason,notice_date,record_date,master_execute_date,holder_cash_date,execute_price,source_status,announcement_url
123137,锦浪转债,SZ,forced_redemption,2022-09-06,2022-09-26,2022-09-27,2022-10-11,100.19,cninfo_ok,https://static.cninfo.com.cn/finalpage/2022-10-12/1214750651.PDF
123027,蓝晓转债,SZ,forced_redemption,2022-09-23,2022-10-21,2022-10-24,2022-10-31,100.74,cninfo_ok,https://static.cninfo.com.cn/finalpage/2022-11-01/1214985481.PDF
128073,哈尔转债,SZ,forced_redemption,2022-09-30,2022-11-01,2022-11-02,2022-11-09,100.3,cninfo_ok,https://static.cninfo.com.cn/finalpage/2022-11-10/1215059709.PDF
128046,利尔转债,SZ,forced_redemption,2022-10-13,2022-11-03,2022-11-04,2022-11-11,100.09,cninfo_ok,https://static.cninfo.com.cn/finalpage/2022-11-14/1215082057.PDF
113642,上22转债,SH,forced_redemption,2022-09-29,2022-11-15,2022-11-16,2022-11-16,100.214,master_field_semantics_sampled,
123110,九典转债,SZ,forced_redemption,2022-11-05,2022-11-25,2022-11-28,2022-12-05,100.4,cninfo_ok,https://static.cninfo.com.cn/finalpage/2022-12-06/1215284900.PDF
110056,亨通转债,SH,forced_redemption,2022-10-26,2022-12-05,2022-12-06,2022-12-06,101.08,master_field_semantics_sampled,
123139,铂科转债,SZ,forced_redemption,2022-11-10,2022-11-30,2022-12-01,2022-12-08,100.29,cninfo_ok,https://static.cninfo.com.cn/finalpage/2022-12-09/1215304113.PDF
128069,华森转债,SZ,forced_redemption,2022-11-18,2022-12-15,2022-12-16,2022-12-23,100.72,cninfo_ok,https://static.cninfo.com.cn/finalpage/2022-12-26/1215441075.PDF
123123,江丰转债,SZ,forced_redemption,2022-12-01,2022-12-21,2022-12-22,2022-12-29,100.22,cninfo_ok,https://static.cninfo.com.cn/finalpage/2022-12-29/1215482579.PDF
113525,台华转债,SH,forced_redemption,2022-12-27,2023-01-05,2023-01-06,2023-01-06,100.099,master_field_semantics_sampled,
123125,元力转债,SZ,forced_redemption,2022-12-16,2023-01-06,2023-01-09,2023-01-16,100.1,cninfo_ok,https://static.cninfo.com.cn/finalpage/2023-01-17/1215626628.PDF
123060,苏试转债,SZ,forced_redemption,2022-12-17,2023-01-12,2023-01-13,2023-01-20,100.48,cninfo_ok,https://static.cninfo.com.cn/finalpage/2023-01-30/1215684435.PDF
128040,华通转债,SZ,forced_redemption,2023-01-31,2023-02-28,2023-03-01,2023-03-08,101.28,cninfo_ok,https://static.cninfo.com.cn/finalpage/2023-03-09/1216073180.PDF
128145,日丰转债,SZ,forced_redemption,2023-02-08,2023-03-01,2023-03-02,2023-03-09,100.57,cninfo_ok,https://static.cninfo.com.cn/finalpage/2023-03-10/1216082809.PDF
113567,君禾转债,SH,forced_redemption,2023-02-22,2023-03-14,2023-03-15,2023-03-15,100.048,master_field_semantics_sampled,
123105,拓尔转债,SZ,forced_redemption,2023-02-02,2023-03-07,2023-03-08,2023-03-15,100.58,cninfo_ok,https://static.cninfo.com.cn/finalpage/2023-03-15/1216127696.PDF
123134,卡倍转债,SZ,forced_redemption,2023-02-03,2023-03-14,2023-03-15,2023-03-22,100.13,cninfo_ok,https://static.cninfo.com.cn/finalpage/2023-03-22/1216188537.PDF
113570,百达转债,SH,forced_redemption,2023-03-02,2023-03-23,2023-03-24,2023-03-24,100.053,master_field_semantics_sampled,
113622,杭叉转债,SH,forced_redemption,2023-03-02,2023-03-23,2023-03-24,2023-03-24,100.399,master_field_semantics_sampled,
127057,盘龙转债,SZ,forced_redemption,2023-03-02,2023-03-29,2023-03-30,2023-04-07,100.05,cninfo_ok,https://static.cninfo.com.cn/finalpage/2023-04-11/1216370019.PDF
123057,美联转债,SZ,forced_redemption,2023-03-22,2023-04-12,2023-04-13,2023-04-20,100.784,cninfo_ok,https://static.cninfo.com.cn/finalpage/2023-04-20/1216495084.PDF
123083,朗新转债,SZ,forced_redemption,2023-03-23,2023-04-20,2023-04-21,2023-04-28,100.36,cninfo_ok,https://static.cninfo.com.cn/finalpage/2023-04-28/1216690573.PDF
128078,太极转债,SZ,forced_redemption,2023-03-25,2023-04-20,2023-04-21,2023-04-28,100.75,cninfo_ok,https://static.cninfo.com.cn/finalpage/2023-05-04/1216684885.PDF
111006,嵘泰转债,SH,forced_redemption,2023-03-28,2023-05-09,2023-05-10,2023-05-10,100.224,master_field_semantics_sampled,
123077,汉得转债,SZ,forced_redemption,2023-04-07,2023-04-27,2023-04-28,2023-05-10,100.43,cninfo_ok,https://static.cninfo.com.cn/finalpage/2023-05-10/1216791688.PDF
127021,特发转2,SZ,forced_redemption,2023-04-15,2023-05-10,2023-05-11,2023-05-18,100.76,cninfo_ok,https://static.cninfo.com.cn/finalpage/2023-05-19/1216854805.PDF
123116,万兴转债,SZ,forced_redemption,2023-04-05,2023-05-17,2023-05-18,2023-05-25,100.66,cninfo_ok,https://static.cninfo.com.cn/finalpage/2023-05-26/1216908989.PDF
113585,寿仙转债,SH,forced_redemption,2023-05-16,2023-06-05,2023-06-06,2023-06-06,100.992,master_field_semantics_sampled,
123148,上能转债,SZ,forced_redemption,2023-05-06,2023-05-29,2023-05-30,2023-06-06,100.29,cninfo_ok,https://static.cninfo.com.cn/finalpage/2023-06-07/1217002283.PDF
110057,现代转债,SH,forced_redemption,2023-05-08,2023-06-15,2023-06-16,2023-06-16,100.375,master_field_semantics_sampled,
123136,城市转债,SZ,forced_redemption,2023-05-23,2023-07-04,2023-07-05,2023-07-12,100.23,cninfo_ok,https://static.cninfo.com.cn/finalpage/2023-07-13/1217282967.PDF
123014,凯发转债,SZ,maturity,2023-06-13,2023-07-27,2023-07-28,2023-07-28,106.0,master_field_semantics_sampled,
123098,一品转债,SZ,forced_redemption,2023-06-20,2023-07-24,2023-07-25,2023-08-01,100.488,cninfo_scheduled_only,https://static.cninfo.com.cn/finalpage/2023-07-24/1217372510.PDF
123075,贝斯转债,SZ,forced_redemption,2023-07-04,2023-07-27,2023-07-28,2023-08-04,100.734,cninfo_ok,https://static.cninfo.com.cn/finalpage/2023-08-07/1217469082.PDF
127036,三花转债,SZ,forced_redemption,2023-07-08,2023-07-31,2023-08-01,2023-08-08,100.1,cninfo_ok,https://static.cninfo.com.cn/finalpage/2023-08-09/1217491735.PDF
128079,英联转债,SZ,forced_redemption,2023-07-14,2023-08-09,2023-08-10,2023-08-17,101.36,cninfo_ok,https://static.cninfo.com.cn/finalpage/2023-08-18/1217564209.PDF
128140,润建转债,SZ,forced_redemption,2023-07-22,2023-08-21,2023-08-22,2023-08-29,100.71,cninfo_ok,https://static.cninfo.com.cn/finalpage/2023-08-30/1217694984.PDF
123046,天铁转债,SZ,forced_redemption,2023-09-06,2023-09-28,2023-10-09,2023-10-16,100.838,cninfo_ok,https://static.cninfo.com.cn/finalpage/2023-10-17/1218048963.PDF
110053,苏银转债,SH,forced_redemption,2023-09-05,2023-10-19,2023-10-20,2023-10-20,102.11,master_field_semantics_sampled,
113025,明泰转债,SH,forced_redemption,2023-10-13,2023-10-23,2023-10-24,2023-10-24,101.08,master_field_semantics_sampled,
113626,伯特转债,SH,forced_redemption,2023-10-10,2023-10-30,2023-10-31,2023-10-31,100.34,master_field_semantics_sampled,
127029,中钢转债,SZ,forced_redemption,2023-10-10,2023-10-30,2023-10-31,2023-11-07,100.37,cninfo_ok,https://static.cninfo.com.cn/finalpage/2023-11-08/1218273404.PDF
123140,天地转债,SZ,forced_redemption,2023-10-12,2023-11-03,2023-11-06,2023-11-13,100.45,cninfo_ok,https://static.cninfo.com.cn/finalpage/2023-11-14/1218329840.PDF
128111,中矿转债,SZ,forced_redemption,2023-10-19,2023-11-08,2023-11-09,2023-11-16,100.74,cninfo_ok,https://static.cninfo.com.cn/finalpage/2023-11-17/1218363750.PDF
128075,远东转债,SZ,forced_redemption,2023-10-20,2023-11-09,2023-11-10,2023-11-17,100.23,cninfo_ok,https://static.cninfo.com.cn/finalpage/2023-11-18/1218370274.PDF
123181,亚康转债,SZ,forced_redemption,2023-10-26,2023-11-21,2023-11-22,2023-11-29,100.27,cninfo_ok,https://static.cninfo.com.cn/finalpage/2023-11-30/1218478797.PDF
110080,东湖转债,SH,forced_redemption,2023-11-10,2023-12-05,2023-12-06,2023-12-06,100.652,master_field_semantics_sampled,
113057,中银转债,SH,forced_redemption,2023-11-25,2023-12-18,2023-12-19,2023-12-19,100.296,master_field_semantics_sampled,
113604,多伦转债,SH,forced_redemption,2023-12-14,2023-12-25,2023-12-26,2023-12-26,100.304,master_field_semantics_sampled,
113591,胜达转债,SH,forced_redemption,2023-12-15,2023-12-26,2023-12-27,2023-12-27,100.736,master_field_semantics_sampled,
118017,深科转债,SH,forced_redemption,2023-12-16,2024-01-09,2024-01-10,2024-01-10,100.212,master_field_semantics_sampled,
123164,法本转债,SZ,forced_redemption,2023-12-06,2024-01-04,2024-01-05,2024-01-12,100.12,cninfo_ok,https://static.cninfo.com.cn/finalpage/2024-01-15/1218867822.PDF
113535,大业转债,SH,forced_redemption,2023-12-06,2024-01-15,2024-01-16,2024-01-16,101.381,master_field_semantics_sampled,
128034,江银转债,SZ,maturity,2023-12-20,2024-01-26,2024-01-29,2024-01-29,106.0,master_field_semantics_sampled,
110043,无锡转债,SH,maturity,2023-12-25,2024-01-30,2024-01-31,2024-01-31,106.0,master_field_semantics_sampled,
110061,川投转债,SH,forced_redemption,2023-12-30,2024-01-31,2024-02-01,2024-02-01,100.405,master_field_semantics_sampled,
128035,大族转债,SZ,maturity,2024-01-04,2024-02-06,2024-02-07,2024-02-07,105.0,master_field_semantics_sampled,
113063,赛轮转债,SH,forced_redemption,2024-01-25,2024-02-22,2024-02-23,2024-02-23,100.155,master_field_semantics_sampled,
113595,花王转债,SH,forced_redemption,2024-01-27,2024-02-26,2024-02-27,2024-02-27,100.908,master_field_semantics_sampled,
113504,艾华转债,SH,maturity,2024-01-20,2024-03-01,2024-03-04,2024-03-04,106.0,master_field_semantics_sampled,
113505,杭电转债,SH,maturity,2024-01-19,2024-03-05,2024-03-06,2024-03-06,108.0,master_field_semantics_sampled,
128036,金农转债,SZ,maturity,2024-01-17,2024-03-08,2024-03-11,2024-03-11,106.0,master_field_semantics_sampled,
127005,长证转债,SZ,maturity,2024-01-30,2024-03-11,2024-03-12,2024-03-12,105.0,master_field_semantics_sampled,
127006,敖东转债,SZ,maturity,2024-02-02,2024-03-13,2024-03-14,2024-03-14,105.0,master_field_semantics_sampled,
128037,岩土转债,SZ,maturity,2024-02-06,2024-03-15,2024-03-18,2024-03-18,108.0,master_field_semantics_sampled,
127012,招路转债,SZ,forced_redemption,2024-03-05,2024-03-25,2024-03-26,2024-04-02,100.02,cninfo_ok,https://static.cninfo.com.cn/finalpage/2024-04-03/1219506263.PDF
110045,海澜转债,SH,forced_redemption,2024-03-07,2024-04-02,2024-04-03,2024-04-03,101.307,master_field_semantics_sampled,
110088,淮22转债,SH,forced_redemption,2024-03-08,2024-04-02,2024-04-03,2024-04-03,100.277,master_field_semantics_sampled,
127058,科伦转债,SZ,forced_redemption,2024-03-09,2024-03-29,2024-04-01,2024-04-10,100.02,cninfo_ok,https://static.cninfo.com.cn/finalpage/2024-04-12/1219581071.PDF
127065,瑞鹄转债,SZ,forced_redemption,2024-03-09,2024-03-29,2024-04-01,2024-04-10,100.47,cninfo_manual_official,https://static.cninfo.com.cn/finalpage/2024-04-11/1219568992.PDF
113594,淳中转债,SH,forced_redemption,2024-03-20,2024-04-11,2024-04-12,2024-04-12,101.312,master_field_semantics_sampled,
113566,翔港转债,SH,forced_redemption,2024-03-21,2024-04-12,2024-04-15,2024-04-15,105.283,master_field_semantics_sampled,
123167,商络转债,SZ,forced_redemption,2024-04-02,2024-04-24,2024-04-25,2024-05-07,100.26,cninfo_ok,https://static.cninfo.com.cn/finalpage/2024-05-08/1219996335.PDF
127063,贵轮转债,SZ,forced_redemption,2024-04-02,2024-04-24,2024-04-25,2024-05-07,100.01,cninfo_ok,https://static.cninfo.com.cn/finalpage/2024-05-08/1219998785.PDF
118019,金盘转债,SH,forced_redemption,2024-05-20,2024-05-27,2024-05-28,2024-05-28,100.35,master_field_semantics_sampled,
128039,三力转债,SZ,maturity,2024-05-06,2024-06-07,2024-06-11,2024-06-11,106.0,master_field_semantics_sampled,
113027,华钰转债,SH,forced_redemption,2024-05-22,2024-06-12,2024-06-13,2024-06-13,101.8,master_field_semantics_sampled,
123106,正丹转债,SZ,forced_redemption,2024-05-17,2024-06-06,2024-06-07,2024-06-17,100.31,cninfo_ok,https://static.cninfo.com.cn/finalpage/2024-06-18/1220376219.PDF
110044,广电转债,SH,maturity,2024-05-23,2024-06-26,2024-06-27,2024-06-27,108.0,master_field_semantics_sampled,
127007,湖广转债,SZ,maturity,2024-05-24,2024-06-28,2024-07-01,2024-07-01,108.0,master_field_semantics_sampled,
110091,合力转债,SH,forced_redemption,2024-06-12,2024-07-03,2024-07-04,2024-07-04,100.224,master_field_semantics_sampled,
123010,博世转债,SZ,maturity,2024-05-28,2024-07-05,2024-07-08,2024-07-08,108.0,master_field_semantics_sampled,
128123,国光转债,SZ,forced_redemption,2024-06-15,2024-07-05,2024-07-08,2024-07-15,101.43,cninfo_ok,https://static.cninfo.com.cn/finalpage/2024-07-17/1220653415.PDF
128041,盛路转债,SZ,maturity,2024-06-06,2024-07-16,2024-07-17,2024-07-17,110.0,master_field_semantics_sampled,
123011,德尔转债,SZ,maturity,2024-06-12,2024-07-18,2024-07-19,2024-07-19,112.0,master_field_semantics_sampled,
123012,万顺转债,SZ,maturity,2024-07-15,2024-07-19,2024-07-22,2024-07-22,106.0,master_field_semantics_sampled,
123153,英力转债,SZ,forced_redemption,2024-06-19,2024-07-18,2024-07-19,2024-07-26,100.6,cninfo_ok,https://static.cninfo.com.cn/finalpage/2024-07-26/1220740130.PDF
123013,横河转债,SZ,maturity,2024-07-19,2024-07-26,2024-07-29,2024-07-29,110.0,master_field_semantics_sampled,
128042,凯中转债,SZ,maturity,2024-06-20,2024-07-30,2024-07-31,2024-07-31,112.0,master_field_semantics_sampled,
113516,苏农转债,SH,maturity,2024-06-27,2024-08-01,2024-08-02,2024-08-02,110.0,master_field_semantics_sampled,
113602,景20转债,SH,forced_redemption,2024-07-25,2024-08-12,2024-08-13,2024-08-13,101.459,master_field_semantics_sampled,
110083,苏租转债,SH,forced_redemption,2024-09-07,2024-10-17,2024-10-18,2024-10-18,100.562,master_field_semantics_sampled,
113519,长久转债,SH,maturity,2024-09-25,2024-11-06,2024-11-07,2024-11-07,115.0,master_field_semantics_sampled,
128048,张行转债,SZ,maturity,2024-09-28,2024-11-12,2024-11-13,2024-11-13,109.0,master_field_semantics_sampled,
110047,山鹰转债,SH,maturity,2024-10-16,2024-11-20,2024-11-21,2024-11-21,113.0,master_field_semantics_sampled,
113600,新星转债,SH,forced_redemption,2024-10-29,2024-11-20,2024-11-21,2024-11-21,100.685,master_field_semantics_sampled,
123170,南电转债,SZ,forced_redemption,2024-10-26,2024-11-15,2024-11-18,2024-11-25,100.39,cninfo_ok,https://static.cninfo.com.cn/finalpage/2024-11-25/1221835470.PDF
123208,孩王转债,SZ,forced_redemption,2024-10-26,2024-11-15,2024-11-18,2024-11-25,100.16,cninfo_ok,https://static.cninfo.com.cn/finalpage/2024-11-26/1221836723.PDF
113060,浙22转债,SH,forced_redemption,2024-11-06,2024-11-27,2024-11-28,2024-11-28,100.275,master_field_semantics_sampled,
128049,华源转债,SZ,maturity,2024-11-21,2024-11-27,2024-11-28,2024-11-28,110.0,master_field_semantics_sampled,
123096,思创转债,SZ,forced_redemption,2024-11-01,2024-11-21,2024-11-22,2024-11-29,101.24,cninfo_ok,https://static.cninfo.com.cn/finalpage/2024-11-29/1221890683.PDF
113619,世运转债,SH,forced_redemption,2024-10-29,2024-12-02,2024-12-03,2024-12-03,101.3027,master_field_semantics_sampled,
113573,纵横转债,SH,forced_redemption,2024-11-09,2024-12-04,2024-12-05,2024-12-05,101.589,master_field_semantics_sampled,
123115,捷捷转债,SZ,forced_redemption,2024-11-07,2024-11-27,2024-11-28,2024-12-05,100.7,cninfo_ok,https://static.cninfo.com.cn/finalpage/2024-12-06/1221955536.PDF
123050,聚飞转债,SZ,forced_redemption,2024-11-06,2024-11-28,2024-11-29,2024-12-06,101.57,cninfo_ok,https://static.cninfo.com.cn/finalpage/2024-12-09/1221957894.PDF
110048,福能转债,SH,maturity,2024-10-31,2024-12-06,2024-12-09,2024-12-09,109.0,master_field_semantics_sampled,
123205,大叶转债,SZ,forced_redemption,2024-10-24,2024-11-29,2024-12-02,2024-12-09,100.15,cninfo_manual_official,https://static.cninfo.com.cn/finalpage/2024-12-09/1221970468.PDF
123044,红相转债,SZ,forced_redemption,2024-10-29,2024-12-02,2024-12-03,2024-12-10,102.19,cninfo_ok,https://static.cninfo.com.cn/finalpage/2024-12-10/1221984335.PDF
123143,胜蓝转债,SZ,forced_redemption,2024-11-06,2024-12-03,2024-12-04,2024-12-11,100.68,cninfo_ok,https://static.cninfo.com.cn/finalpage/2024-12-12/1222007290.PDF
113662,豪能转债,SH,forced_redemption,2024-11-21,2024-12-11,2024-12-12,2024-12-12,100.037,master_field_semantics_sampled,
128087,孚日转债,SZ,forced_redemption,2024-11-14,2024-12-04,2024-12-05,2024-12-12,101.74,cninfo_ok,https://static.cninfo.com.cn/finalpage/2024-12-13/1222004458.PDF
127074,麦米转2,SZ,forced_redemption,2024-11-12,2024-12-05,2024-12-06,2024-12-13,100.15,cninfo_ok,https://static.cninfo.com.cn/finalpage/2024-12-16/1222015576.PDF
128091,新天转债,SZ,forced_redemption,2024-11-14,2024-12-05,2024-12-06,2024-12-13,102.16,cninfo_scheduled_only,https://static.cninfo.com.cn/finalpage/2024-12-05/1221936117.PDF
113524,奇精转债,SH,maturity,2024-11-09,2024-12-13,2024-12-16,2024-12-16,113.0,master_field_semantics_sampled,
110068,龙净转债,SH,forced_redemption,2024-11-08,2024-12-17,2024-12-18,2024-12-18,101.327,master_field_semantics_sampled,
113537,文灿转债,SH,forced_redemption,2024-11-26,2024-12-17,2024-12-18,2024-12-18,101.83,master_field_semantics_sampled,
113596,城地转债,SH,forced_redemption,2024-11-08,2024-12-17,2024-12-18,2024-12-18,100.784,master_field_semantics_sampled,
128106,华统转债,SZ,forced_redemption,2024-11-07,2024-12-10,2024-12-11,2024-12-18,101.21,cninfo_ok,https://static.cninfo.com.cn/finalpage/2024-12-20/1222077369.PDF
110058,永鼎转债,SH,forced_redemption,2024-11-15,2024-12-19,2024-12-20,2024-12-20,101.3589,master_field_semantics_sampled,
123135,泰林转债,SZ,forced_redemption,2024-11-22,2024-12-12,2024-12-13,2024-12-20,101.15,cninfo_ok,https://static.cninfo.com.cn/finalpage/2024-12-23/1222091737.PDF
123018,溢利转债,SZ,maturity,2024-11-15,2024-12-20,2024-12-23,2024-12-23,110.0,master_field_semantics_sampled,
123101,拓斯转债,SZ,forced_redemption,2024-11-26,2024-12-16,2024-12-17,2024-12-24,101.16,cninfo_ok,https://static.cninfo.com.cn/finalpage/2024-12-24/1222128507.PDF
123219,宇瞳转债,SZ,forced_redemption,2024-11-07,2024-12-18,2024-12-19,2024-12-26,100.18,cninfo_ok,https://static.cninfo.com.cn/finalpage/2024-12-27/1222156669.PDF
128090,汽模转2,SZ,forced_redemption,2024-11-27,2024-12-18,2024-12-19,2024-12-26,101.77,cninfo_ok,https://static.cninfo.com.cn/finalpage/2024-12-27/1222155755.PDF
128118,瀛通转债,SZ,forced_redemption,2024-11-12,2024-12-18,2024-12-19,2024-12-26,101.4,cninfo_ok,https://static.cninfo.com.cn/finalpage/2024-12-27/1222154664.PDF
118026,利元转债,SH,forced_redemption,2024-12-04,2024-12-30,2024-12-31,2024-12-31,100.11,master_field_semantics_sampled,
123103,震安转债,SZ,forced_redemption,2024-12-04,2024-12-25,2024-12-26,2025-01-03,101.43,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-01-04/1222224229.PDF
123202,祥源转债,SZ,forced_redemption,2024-11-28,2024-12-25,2024-12-26,2025-01-03,100.19,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-01-03/1222223898.PDF
128063,未来转债,SZ,forced_redemption,2024-11-30,2024-12-25,2024-12-26,2025-01-03,102.93,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-01-04/1222223773.PDF
128083,新北转债,SZ,forced_redemption,2024-12-06,2024-12-26,2024-12-27,2025-01-06,100.08,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-01-07/1222246295.PDF
113576,起步转债,SH,forced_redemption,2024-12-26,2025-01-16,2025-01-17,2025-01-17,101.9315,master_field_semantics_sampled,
123035,利德转债,SZ,forced_redemption,2024-12-19,2025-01-09,2025-01-10,2025-01-17,100.31,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-01-20/1222366726.PDF
123238,卡倍转02,SZ,forced_redemption,2024-12-24,2025-01-14,2025-01-15,2025-01-22,100.004,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-01-23/1222405935.PDF
113526,联泰转债,SH,maturity,2024-12-17,2025-01-22,2025-01-23,2025-01-23,106.0,master_field_semantics_sampled,
123163,金沃转债,SZ,forced_redemption,2024-12-25,2025-01-15,2025-01-16,2025-01-23,100.26,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-01-24/1222418836.PDF
113527,维格转债,SH,maturity,2024-12-18,2025-01-23,2025-01-24,2025-01-24,115.0,master_field_semantics_sampled,
113055,成银转债,SH,forced_redemption,2024-12-18,2025-02-05,2025-02-06,2025-02-06,100.652,master_field_semantics_sampled,
113044,大秦转债,SH,forced_redemption,2024-12-25,2025-02-10,2025-02-11,2025-02-11,100.4203,master_field_semantics_sampled,
128053,尚荣转债,SZ,maturity,2025-02-07,2025-02-14,2025-02-17,2025-02-17,110.0,master_field_semantics_sampled,
113546,迪贝转债,SH,forced_redemption,2025-01-08,2025-02-18,2025-02-19,2025-02-19,100.9781,master_field_semantics_sampled,
128056,今飞转债,SZ,maturity,2025-01-17,2025-02-28,2025-03-03,2025-03-03,115.0,master_field_semantics_sampled,
113021,中信转债,SH,maturity,2025-01-16,2025-03-03,2025-03-04,2025-03-04,111.0,master_field_semantics_sampled,
110052,贵广转债,SH,maturity,2025-01-21,2025-03-04,2025-03-05,2025-03-05,113.0,master_field_semantics_sampled,
123127,耐普转债,SZ,forced_redemption,2025-02-11,2025-03-03,2025-03-04,2025-03-11,100.621,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-03-12/1222768827.PDF
128143,锋龙转债,SZ,forced_redemption,2025-02-12,2025-03-04,2025-03-05,2025-03-12,100.38,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-03-13/1222778652.PDF
113061,拓普转债,SH,forced_redemption,2025-02-20,2025-03-13,2025-03-14,2025-03-14,100.3995,master_field_semantics_sampled,
127032,苏行转债,SZ,forced_redemption,2025-01-22,2025-03-06,2025-03-07,2025-03-14,101.35,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-03-17/1222805653.PDF
110055,伊力转债,SH,maturity,2025-02-07,2025-03-14,2025-03-17,2025-03-17,110.0,master_field_semantics_sampled,
123022,长信转债,SZ,maturity,2025-02-11,2025-03-18,2025-03-19,2025-03-19,110.0,master_field_semantics_sampled,
113530,大丰转债,SH,maturity,2025-02-25,2025-03-26,2025-03-27,2025-03-27,116.0,master_field_semantics_sampled,
123067,斯莱转债,SZ,forced_redemption,2025-02-28,2025-03-20,2025-03-21,2025-03-28,101.267,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-03-31/1222944830.PDF
113608,威派转债,SH,forced_redemption,2025-03-07,2025-03-28,2025-03-31,2025-03-31,100.9337,master_field_semantics_sampled,
123025,精测转债,SZ,maturity,2025-02-20,2025-03-28,2025-03-31,2025-03-31,112.0,master_field_semantics_sampled,
113532,海环转债,SH,maturity,2025-02-24,2025-04-01,2025-04-02,2025-04-02,108.0,master_field_semantics_sampled,
123191,智尚转债,SZ,forced_redemption,2025-03-05,2025-03-25,2025-03-26,2025-04-02,100.38,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-04-03/1223005176.PDF
111008,沿浦转债,SH,forced_redemption,2025-03-12,2025-04-02,2025-04-03,2025-04-03,100.4997,master_field_semantics_sampled,
128062,亚药转债,SZ,maturity,2025-02-26,2025-04-02,2025-04-03,2025-04-03,115.0,master_field_semantics_sampled,
127100,神码转债,SZ,forced_redemption,2025-03-01,2025-03-27,2025-03-28,2025-04-07,100.13,cninfo_manual_official,https://static.cninfo.com.cn/finalpage/2025-04-08/1223022085.PDF
113024,核建转债,SH,maturity,2025-03-01,2025-04-07,2025-04-08,2025-04-08,105.0,master_field_semantics_sampled,
113534,鼎胜转债,SH,maturity,2025-02-28,2025-04-08,2025-04-09,2025-04-09,110.0,master_field_semantics_sampled,
113684,湘泵转债,SH,forced_redemption,2025-03-17,2025-04-08,2025-04-09,2025-04-09,100.0088,master_field_semantics_sampled,
123227,雅创转债,SZ,forced_redemption,2025-03-11,2025-03-31,2025-04-01,2025-04-09,100.22,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-04-09/1223044068.PDF
127014,北方转债,SZ,forced_redemption,2025-03-07,2025-04-03,2025-04-07,2025-04-14,100.9,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-04-15/1223096914.PDF
123100,朗科转债,SZ,forced_redemption,2025-03-18,2025-04-08,2025-04-09,2025-04-16,100.32,cninfo_manual_official,https://static.cninfo.com.cn/finalpage/2025-04-02/1222990615.PDF
127087,星帅转2,SZ,forced_redemption,2025-03-19,2025-04-09,2025-04-10,2025-04-17,100.41,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-04-18/1223129954.PDF
123226,中富转债,SZ,forced_redemption,2025-03-03,2025-04-10,2025-04-11,2025-04-18,100.19,cninfo_manual_official,https://static.cninfo.com.cn/finalpage/2025-04-21/1223193362.PDF
128066,亚泰转债,SZ,maturity,2025-03-11,2025-04-17,2025-04-18,2025-04-18,112.0,master_field_semantics_sampled,
123152,润禾转债,SZ,forced_redemption,2025-03-14,2025-04-11,2025-04-14,2025-04-21,100.87,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-04-21/1223187479.PDF
123190,道氏转02,SZ,forced_redemption,2025-03-19,2025-04-14,2025-04-15,2025-04-22,100.02,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-04-23/1223245971.PDF
113582,火炬转债,SH,forced_redemption,2025-03-25,2025-04-22,2025-04-23,2025-04-23,101.6323,master_field_semantics_sampled,
127091,科数转债,SZ,forced_redemption,2025-03-06,2025-04-15,2025-04-16,2025-04-23,100.32,cninfo_manual_official,https://static.cninfo.com.cn/finalpage/2025-04-24/1223238669.PDF
128072,翔鹭转债,SZ,forced_redemption,2025-03-20,2025-04-16,2025-04-17,2025-04-24,101.64,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-04-25/1223267935.PDF
118046,诺泰转债,SH,forced_redemption,2025-04-03,2025-04-24,2025-04-25,2025-04-25,100.1436,master_field_semantics_sampled,
123228,震裕转债,SZ,forced_redemption,2025-04-01,2025-04-22,2025-04-23,2025-04-30,100.2,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-05-06/1223476325.PDF
127051,博杰转债,SZ,forced_redemption,2025-03-14,2025-04-24,2025-04-25,2025-05-07,100.7,cninfo_manual_official,https://static.cninfo.com.cn/finalpage/2025-03-20/1222845104.PDF
128117,道恩转债,SZ,forced_redemption,2025-04-16,2025-05-12,2025-05-13,2025-05-20,101.73,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-05-21/1223607648.PDF
