bond_code,date,open_sina,close_em,conv_premium,double_low,double_low_z252,balance_bil,contract_maturity,call_notice_date,tail_risk_date,st_risk_active,eligible_common,exclusion_reasons,b0_base_score,b0_base_rank,c_bal_score,c_bal_rank,c_off_score,c_off_rank,selected_flags
123183,2026-07-10,134.1,135.45,29.2275225595,164.67752255949998,-0.045074544559032544,6.328782,2029-03-23,,,False,True,,164.67752255949998,16.0,-0.045074544559032544,32.0,0.7112299465240641,12.0,B0_BASE|C_OFF
123187,2026-07-10,196.27,193.3,16.0866482759,209.3866482759,0.5779616783222185,2.24184,2029-04-04,,,False,True,,209.3866482759,120.0,0.5779616783222185,54.0,0.9411764705882353,26.0,
123188,2026-07-10,145.799,148.725,-0.1067466267,148.6182533733,-1.6597660355546802,5.374421,2029-04-04,2026-07-14,,False,True,,148.6182533733,8.0,-1.6597660355546802,4.0,0.45454545454545453,4.0,B0_BASE|C_BAL|C_OFF
123189,2026-07-10,129.633,131.385,58.4421762476,189.8271762476,1.6979304076403468,3.286271,2029-04-06,,,False,True,,189.8271762476,72.0,1.6979304076403468,105.0,1.0962566844919786,41.0,
123192,2026-07-10,124.662,125.081,107.9081497121,232.98914971210002,2.4595541157773093,7.186755,2029-04-13,,,False,True,,232.98914971210002,161.0,2.4595541157773093,162.0,2.1122994652406417,169.0,
123193,2026-07-10,124.097,124.204,107.483640553,231.687640553,2.106538911411725,5.997434,2029-04-13,,,False,True,,231.687640553,159.0,2.106538911411725,139.0,1.9090909090909092,140.0,
123194,2026-07-10,134.79,135.858,46.9424005236,182.8004005236,0.8859618898888367,8.459231,2029-04-14,,,False,True,,182.8004005236,47.0,0.8859618898888367,63.0,1.1978609625668448,51.0,
123195,2026-07-10,202.892,195.8,43.3220175547,239.1220175547,1.9718359938965246,5.457773,2029-04-17,,,False,True,,239.1220175547,166.0,1.9718359938965246,127.0,1.8235294117647058,132.0,
123196,2026-07-10,122.378,122.9,125.5225293132,248.42252931320002,2.649750359180356,3.50149,2029-04-18,,,False,True,,248.42252931320002,180.0,2.649750359180356,169.0,1.8877005347593583,139.0,
123199,2026-07-10,137.607,138.03,49.2836938436,187.3136938436,1.8776178778824844,3.197248,2029-06-12,,,False,True,,187.3136938436,61.0,1.8776178778824844,121.0,1.1176470588235294,42.0,
123207,2026-07-10,251.863,235.01,5.3006180258,240.31061802579998,0.9907737042351035,1.455314,2029-07-21,,,False,True,,240.31061802579998,171.0,0.9907737042351035,73.0,1.1711229946524064,46.0,
123209,2026-07-10,173.181,173.052,33.2105026362,206.2625026362,-0.5241200847555683,1.671699,2029-07-26,,,False,True,,206.2625026362,114.0,-0.5241200847555683,18.0,0.6951871657754011,11.0,C_BAL|C_OFF
123211,2026-07-10,175.01,165.018,30.091311054,195.109311054,-0.3270455977545806,3.069833,2029-07-27,,,False,True,,195.109311054,83.0,-0.3270455977545806,21.0,0.6737967914438503,8.0,C_OFF
123213,2026-07-10,275.217,270.65,6.6971127152,277.34711271519996,1.3178348032001246,3.259841,2029-07-28,,,False,True,,277.34711271519996,200.0,1.3178348032001246,87.0,1.4866310160427807,95.0,
123214,2026-07-10,128.21,130.808,64.6290798479,195.4370798479,1.267921782147788,4.54866,2029-07-31,,,False,True,,195.4370798479,86.0,1.267921782147788,85.0,1.1978609625668448,52.0,
123215,2026-07-10,123.0,124.054,75.7813136531,199.8353136531,3.038831839365688,8.555437,2029-08-03,,,False,True,,199.8353136531,99.0,3.038831839365688,180.0,2.1016042780748663,167.0,
123216,2026-07-10,124.53,125.08,41.0885324232,166.1685324232,-0.7477074127754546,21.959254,2029-08-04,,,False,True,,166.1685324232,17.0,-0.7477074127754546,16.0,1.032085561497326,34.0,B0_BASE|C_BAL
123220,2026-07-10,129.256,129.552,85.8241815235,215.3761815235,2.0652565348939893,2.907468,2029-08-18,,,False,True,,215.3761815235,136.0,2.0652565348939893,134.0,1.486631016042781,96.0,
123222,2026-07-10,149.718,149.6,44.0851960211,193.6851960211,-0.7830504523902079,2.438203,2029-09-08,,,False,True,,193.6851960211,79.0,-0.7830504523902079,14.0,0.5614973262032086,5.0,C_BAL|C_OFF
123223,2026-07-10,129.901,130.71,82.6926512968,213.4026512968,1.8520779417400963,2.052752,2029-09-15,,,False,True,,213.4026512968,132.0,1.8520779417400963,116.0,1.2994652406417113,69.0,
123224,2026-07-10,131.166,132.036,78.3910848921,210.4270848921,2.853412361742317,2.847959,2029-09-19,,,False,True,,210.4270848921,123.0,2.853412361742317,175.0,1.6577540106951871,114.0,
123225,2026-07-10,145.8,143.66,41.0292423698,184.6892423698,2.237225188088806,5.584541,2029-10-10,,,False,True,,184.6892423698,53.0,2.237225188088806,148.0,1.4705882352941178,92.0,
123229,2026-07-10,127.7,127.867,122.815525394,250.682525394,2.932772013057954,1.779468,2029-10-23,,,False,True,,250.682525394,183.0,2.932772013057954,178.0,1.7860962566844918,128.0,
123235,2026-07-10,143.64,150.713,44.6057645205,195.3187645205,-1.064260706003445,4.352653,2029-12-21,,,False,True,,195.3187645205,85.0,-1.064260706003445,11.0,0.7700534759358288,14.0,C_BAL|C_OFF
123237,2026-07-10,132.58,133.696,66.3168354898,200.0128354898,1.6917152227771606,4.314477,2030-01-04,,,False,True,,200.0128354898,101.0,1.6917152227771606,102.0,1.336898395721925,74.0,
123241,2026-07-10,1122.0,1088.0,22.4795321637,1110.4795321637,1.6958902178088175,2.604745,2030-07-05,,,False,True,,1110.4795321637,240.0,1.6958902178088175,104.0,1.6524064171122994,113.0,
123243,2026-07-10,203.123,204.68,12.1236418816,216.80364188160002,0.7562520954271619,2.607203,2030-07-10,,,False,True,,216.80364188160002,138.0,0.7562520954271619,60.0,1.0748663101604279,40.0,
123245,2026-07-10,436.0,460.5,5.6885245902,466.1885245902,2.8914543488242224,1.537424,2030-08-14,,,False,True,,466.1885245902,229.0,2.8914543488242224,176.0,1.93048128342246,145.0,
123247,2026-07-10,212.28,196.4,19.0788471996,215.4788471996,-0.04754265095798813,19.641962,2030-08-16,,,False,True,,215.4788471996,137.0,-0.04754265095798813,31.0,1.6363636363636362,111.0,
123250,2026-07-10,124.041,124.159,211.6101430372,335.7691430372,2.542258234679084,3.955145,2030-11-07,,,False,True,,335.7691430372,215.0,2.542258234679084,165.0,2.016042780748663,158.0,
123252,2026-07-10,138.785,144.9,61.5744870651,206.4744870651,2.183929014366123,7.846395,2031-01-07,,,False,True,,206.4744870651,115.0,2.183929014366123,146.0,1.914438502673797,142.0,
123253,2026-07-10,136.1,138.8,70.4775151924,209.27751519240002,2.8108388021306183,9.797524,2031-03-13,,,False,True,,209.27751519240002,119.0,2.8108388021306183,171.0,2.171122994652406,172.0,
123255,2026-07-10,551.5,453.07,54.730765343,507.80076534299997,2.5266170307395197,9.095624,2031-04-02,,,False,True,,507.80076534299997,232.0,2.5266170307395197,164.0,2.5080213903743314,184.0,
123257,2026-07-10,153.3,152.342,56.5705260574,208.91252605740002,,11.046592,2031-06-16,,,False,True,,208.91252605740002,118.0,,,,,
123258,2026-07-10,368.0,353.0,34.4055473839,387.4055473839,,4.498431,2031-08-28,,,False,True,,387.4055473839,225.0,,,,,
123259,2026-07-10,160.0,155.051,75.1161387761,230.1671387761,,16.763379,2031-10-17,,,False,True,,230.1671387761,156.0,,,,,
123260,2026-07-10,149.497,148.202,94.9731155399,243.1751155399,,4.499366,2031-11-07,,,False,True,,243.1751155399,176.0,,,,,
123261,2026-07-10,142.666,144.942,68.4496182796,213.3916182796,,2.429084,2031-12-05,,,False,True,,213.3916182796,131.0,,,,,
123262,2026-07-10,139.3,138.591,101.9005816673,240.4915816673,,4.999342,2031-12-11,,,False,True,,240.4915816673,172.0,,,,,
123263,2026-07-10,141.799,143.861,83.2876942488,227.14869424879998,,8.275134,2031-12-15,,,False,True,,227.14869424879998,150.0,,,,,
123264,2026-07-10,123.753,123.5,116.75024108,240.25024108,,7.99991,2031-12-26,,,False,True,,240.25024108,170.0,,,,,
123265,2026-07-10,130.301,131.52,117.2362821948,248.7562821948,,4.5,2032-01-16,,,False,True,,248.7562821948,181.0,,,,,
123266,2026-07-10,135.594,135.8,110.2898634076,246.0898634076,,3.75,2032-03-18,,,False,True,,246.0898634076,179.0,,,,,
123267,2026-07-10,365.0,354.573,137.413136704,491.986136704,,7.5,2032-04-16,,,False,True,,491.986136704,231.0,,,,,
123268,2026-07-10,234.0,235.665,86.4992171053,322.1642171053,,4.69,2032-04-17,,,False,True,,322.1642171053,211.0,,,,,
123269,2026-07-10,165.865,166.818,61.8323710065,228.6503710065,,9.8,2032-04-20,,,False,True,,228.6503710065,153.0,,,,,
123270,2026-07-10,260.06,282.587,315.0279113543,597.6149113542999,,4.050968,2032-06-01,,,False,True,,597.6149113542999,237.0,,,,,
123271,2026-07-10,177.69,178.0,83.8169934641,261.8169934641,,5.219327,2032-06-02,,,False,True,,261.8169934641,189.0,,,,,
123272,2026-07-10,161.0,152.8,77.3782945736,230.1782945736,,10.3904,2032-06-11,,,False,True,,230.1782945736,157.0,,,,,
123273,2026-07-10,301.0,347.0,300.5768,647.5768,,2.9,2032-06-17,,,False,True,,647.5768,239.0,,,,,
123274,2026-07-10,130.0,157.3,96.3906764809,253.6906764809,,6.3,2032-06-26,,,False,True,,253.6906764809,185.0,,,,,
127044,2026-07-10,118.302,119.0,150.1531914894,269.1531914894,1.5469273341338068,3.368467,2027-08-16,,,False,True,,269.1531914894,193.0,1.5469273341338068,96.0,1.5240641711229947,99.0,
127045,2026-07-10,121.246,122.165,38.7568904038,160.9218904038,0.4510387281054469,95.429504,2027-08-16,,,False,True,,160.9218904038,13.0,0.4510387281054469,44.0,1.2834224598930482,68.0,B0_BASE
127046,2026-07-10,126.982,128.2,50.7406593407,178.9406593407,-1.1887884812430536,11.274134,2027-09-29,,,False,True,,178.9406593407,36.0,-1.1887884812430536,9.0,0.9518716577540107,27.0,C_BAL
127047,2026-07-10,140.772,139.554,37.6644874275,177.2184874275,2.0833059669520044,4.654359,2027-10-25,,,False,True,,177.2184874275,34.0,2.0833059669520044,138.0,1.2245989304812834,57.0,
127049,2026-07-10,112.528,112.581,66.9793823529,179.5603823529,1.7887798210436803,81.43424,2027-11-02,,,False,True,,179.5603823529,37.0,1.7887798210436803,112.0,1.7540106951871657,125.0,
127050,2026-07-10,130.082,130.306,44.603197349,174.909197349,0.48005679605089246,20.86029,2027-11-11,,,False,True,,174.909197349,29.0,0.48005679605089246,49.0,1.267379679144385,64.0,
127053,2026-07-10,179.0,178.064,44.4464557439,222.5104557439,-1.3724972175101668,2.574937,2028-01-24,,,False,True,,222.5104557439,145.0,-1.3724972175101668,7.0,0.8128342245989305,16.0,C_BAL|C_OFF
127054,2026-07-10,123.41,123.649,64.5501032505,188.1991032505,1.9784648084771537,5.135974,2028-02-11,,,False,True,,188.1991032505,66.0,1.9784648084771537,128.0,1.3903743315508021,82.0,
127055,2026-07-10,204.0,215.0,27.2392834293,242.2392834293,1.759348441681795,2.081018,2028-02-22,,,False,True,,242.2392834293,173.0,1.759348441681795,109.0,1.4064171122994653,83.0,
127056,2026-07-10,123.5,124.143,111.2370734375,235.38007343750002,2.8968337800305144,49.996132,2028-02-25,,,False,True,,235.38007343750002,165.0,2.8968337800305144,177.0,2.6363636363636367,185.0,
127059,2026-07-10,127.588,127.93,74.959915683,202.88991568300003,2.461500326434071,3.790442,2028-04-08,,,False,True,,202.88991568300003,107.0,2.461500326434071,163.0,1.6310160427807485,109.0,
127060,2026-07-10,123.5,124.182,114.9421777778,239.1241777778,2.3167407520837475,6.398895,2028-04-19,,,False,True,,239.1241777778,167.0,2.3167407520837475,153.0,2.037433155080214,162.0,
127061,2026-07-10,94.9,96.72,50.9635608309,147.6835608309,0.5566009452572618,27.889736,2028-04-20,,,False,True,,147.6835608309,7.0,0.5566009452572618,53.0,1.2085561497326203,54.0,B0_BASE
127062,2026-07-10,121.699,122.128,144.256,266.384,2.690862043228075,3.95744,2028-04-21,,,False,True,,266.384,191.0,2.690862043228075,170.0,1.9625668449197862,152.0,
127064,2026-07-10,142.925,143.373,41.6077302809,184.9807302809,0.6629061494076385,11.363953,2028-05-19,,,False,True,,184.9807302809,54.0,0.6629061494076385,58.0,1.3155080213903743,72.0,
127067,2026-07-10,139.666,138.6,4.1771303714,142.7771303714,-2.0846121605738146,29.944327,2028-07-21,,,False,True,,142.7771303714,4.0,-2.0846121605738146,2.0,0.93048128342246,24.0,B0_BASE|C_BAL
127068,2026-07-10,123.701,123.55,104.5529801325,228.1029801325,0.9748052151002756,8.299634,2028-08-12,,,False,True,,228.1029801325,151.0,0.9748052151002756,72.0,1.7005347593582887,117.0,
127069,2026-07-10,129.224,129.043,75.6061497509,204.6491497509,1.7507415479640764,5.040528,2028-08-12,,,False,True,,204.6491497509,111.0,1.7507415479640764,108.0,1.4919786096256686,97.0,
127070,2026-07-10,363.0,352.624,28.8480775087,381.4720775087,0.3811593060003679,9.342219,2028-08-17,,,False,True,,381.4720775087,223.0,0.3811593060003679,41.0,1.8235294117647058,133.0,
127072,2026-07-10,136.36,138.025,63.6629503603,201.68795036030002,1.5760220509841099,4.498191,2028-09-22,,,False,True,,201.68795036030002,104.0,1.5760220509841099,98.0,1.3529411764705883,78.0,
127078,2026-07-10,143.017,145.9,29.1204768583,175.02047685830001,1.2476217417289903,4.158296,2028-12-14,,,False,True,,175.02047685830001,30.0,1.2476217417289903,84.0,0.8663101604278074,22.0,
127080,2026-07-10,321.867,307.0,7.0302373208,314.0302373208,2.064544266798256,2.793205,2028-12-30,,,False,True,,314.0302373208,210.0,2.064544266798256,133.0,1.7112299465240641,118.0,
127082,2026-07-10,131.641,132.0,44.4789915966,176.4789915966,0.46833780825942234,11.585384,2029-03-09,,,False,True,,176.4789915966,32.0,0.46833780825942234,48.0,1.160427807486631,45.0,
127083,2026-07-10,117.79,117.57,79.1312936345,196.7012936345,1.3057503172815978,48.358896,2029-03-24,,,False,True,,196.7012936345,87.0,1.3057503172815978,86.0,1.8449197860962567,136.0,
127084,2026-07-10,141.087,139.798,23.5177265823,163.3157265823,-0.7599832622211101,24.809441,2029-03-27,,,False,True,,163.3157265823,14.0,-0.7599832622211101,15.0,1.032085561497326,35.0,B0_BASE|C_BAL
127085,2026-07-10,122.8,122.939,110.935516369,233.874516369,0.9279309288727021,24.498807,2029-04-11,,,False,True,,233.874516369,163.0,0.9279309288727021,67.0,1.9679144385026737,153.0,
127088,2026-07-10,172.642,170.873,38.6843331719,209.55733317189998,0.9694053185649444,5.996065,2029-07-03,,,False,True,,209.55733317189998,121.0,0.9694053185649444,71.0,1.4117647058823528,84.0,
127089,2026-07-10,123.72,124.048,45.075847569,169.123847569,-0.05645341439158123,89.587955,2029-07-18,,,False,True,,169.123847569,20.0,-0.05645341439158123,30.0,1.2406417112299466,61.0,B0_BASE
127092,2026-07-10,249.391,249.219,27.4451820524,276.6641820524,-0.2575555379267144,5.249735,2029-09-21,,,False,True,,276.6641820524,198.0,-0.2575555379267144,24.0,1.3529411764705883,79.0,
127095,2026-07-10,142.63,144.508,41.5429330454,186.0509330454,2.082878372831754,6.927387,2029-10-18,,,False,True,,186.0509330454,57.0,2.082878372831754,137.0,1.5240641711229947,100.0,
127096,2026-07-10,655.0,638.999,6.594045242,645.593045242,2.272188809441502,2.874583,2029-10-25,,,False,True,,645.593045242,238.0,2.272188809441502,152.0,1.93048128342246,146.0,
127098,2026-07-10,120.347,121.519,157.8978271854,279.4168271854,1.9106899481589756,4.692622,2029-11-24,,,False,True,,279.4168271854,201.0,1.9106899481589756,122.0,1.839572192513369,135.0,
127099,2026-07-10,131.663,132.707,52.8473561232,185.5543561232,1.8761094055830063,4.54067,2029-12-06,,,False,True,,185.5543561232,55.0,1.8761094055830063,120.0,1.2245989304812834,58.0,
127102,2026-07-10,120.413,120.709,77.7587867435,198.4677867435,1.8670098485497135,9.950782,2029-12-25,,,False,True,,198.4677867435,92.0,1.8670098485497135,118.0,1.7807486631016043,127.0,
127103,2026-07-10,140.869,141.639,25.6765095238,167.31550952380002,0.4627745086770614,19.99871,2030-01-03,,,False,True,,167.31550952380002,19.0,0.4627745086770614,47.0,1.1871657754010696,48.0,B0_BASE
127104,2026-07-10,148.359,150.271,44.1600284174,194.4310284174,0.2703929339732104,5.822538,2030-01-25,,,False,True,,194.4310284174,80.0,0.2703929339732104,39.0,1.037433155080214,36.0,
127105,2026-07-10,127.539,128.26,51.8179591837,180.0779591837,1.9534048236902208,7.541092,2030-02-01,,,False,True,,180.0779591837,40.0,1.9534048236902208,125.0,1.4171122994652405,85.0,
127108,2026-07-10,123.55,123.43,60.141030445,183.57103044500002,2.246103223293856,29.498099,2031-03-28,,,False,True,,183.57103044500002,50.0,2.246103223293856,149.0,1.946524064171123,149.0,
127109,2026-07-10,170.8,166.68,41.5929591837,208.2729591837,,4.865835,2031-06-16,,,False,True,,208.2729591837,117.0,,,,,
127110,2026-07-10,133.798,133.6,23.9088082902,157.5088082902,,48.99258,2031-07-09,,,False,True,,157.5088082902,12.0,,,,,B0_BASE
127111,2026-07-10,126.66,126.67,77.5600657414,204.23006574139998,,12.923565,2031-08-20,,,False,True,,204.23006574139998,110.0,,,,,
127112,2026-07-10,153.91,147.987,81.6768202086,229.6638202086,,17.34,2032-01-16,,,False,True,,229.6638202086,154.0,,,,,
127113,2026-07-10,170.22,166.067,62.2049767442,228.2719767442,,7.586007,2032-03-09,,,False,True,,228.2719767442,152.0,,,,,
110073,2026-07-10,106.87,106.888,52.4387323077,159.3267323077,-0.03668294551593784,79.992,2026-07-24,,,False,False,remaining_less_than_365d,,,,,,,
110074,2026-07-10,263.501,264.151,-0.216424102,263.934575898,-1.4196341174746583,1.9470379999999998,2026-08-19,2026-07-07,,False,False,remaining_less_than_365d|call_notice_active,,,,,,,
110075,2026-07-10,110.69,110.378,33.2744148728,143.6524148728,-0.6356030610553824,58.96,2026-10-15,,,False,False,remaining_less_than_365d,,,,,,,
110076,2026-07-10,119.288,121.207,18.759827791,139.966827791,-2.0679926532217787,18.4241474,2026-11-02,,,False,False,remaining_less_than_365d,,,,,,,
110077,2026-07-10,204.899,204.844,0.4852102336,205.32921023359998,-1.2070861006290907,6.669,2026-11-20,,,False,False,remaining_less_than_365d,,,,,,,
110081,2026-07-10,106.99,113.07,-0.385547025,112.684452975,-1.6031514039070878,75.35284,2027-07-28,,2026-05-28,True,False,tail_risk_active|st_risk_active,,,,,,,
110092,2026-07-10,71.434,74.186,23.0998461538,97.28584615380001,-1.69853575555349,21.185,2029-01-06,,,True,False,st_risk_active,,,,,,,
111000,2026-07-10,153.07,156.208,29.2266181818,185.4346181818,0.35204928325592544,9.991,2027-05-24,,,False,False,remaining_less_than_365d,,,,,,,
113037,2026-07-10,109.871,109.899,56.683313253,166.582313253,2.5952292335045963,44.9955,2026-07-23,,,False,False,remaining_less_than_365d,,,,,,,
113039,2026-07-10,151.2,155.753,6.9183301663,162.67133016629998,-0.9075562145520139,2.865200000000001,2026-08-24,,,False,False,remaining_less_than_365d,,,,,,,
113042,2026-07-10,116.315,115.577,8.3129012346,123.8899012346,-2.190696153699005,199.78,2027-01-25,,,False,False,remaining_less_than_365d,,,,,,,
113043,2026-07-10,130.675,130.905,22.4644665885,153.3694665885,-0.6466674612759294,37.9924,2026-12-10,,,False,False,remaining_less_than_365d,,,,,,,
113046,2026-07-10,136.002,133.625,27.1310747664,160.7560747664,-0.17940641124145132,14.99197,2027-03-22,,,False,False,remaining_less_than_365d,,,,,,,
113048,2026-07-10,121.78,122.583,38.3702045455,160.9532045455,-0.7159195021858559,15.45286,2027-04-23,,,False,False,remaining_less_than_365d,,,,,,,
113049,2026-07-10,107.8,107.606,176.2780524246,283.8840524246,2.5297069729492794,34.95099,2027-06-10,,,False,False,remaining_less_than_365d,,,,,,,
113051,2026-07-10,128.467,127.512,23.4345813953,150.9465813953,-0.7722432681382195,26.52,2027-06-21,,,False,False,remaining_less_than_365d,,,,,,,
113597,2026-07-10,117.848,117.82,36.1754460719,153.9954460719,-0.5829333798004502,2.9663999999999997,2026-07-30,,,False,False,remaining_less_than_365d,,,,,,,
113605,2026-07-10,117.44,117.907,12.629576204,130.536576204,-2.3560841319971315,14.045785,2026-10-22,,,False,False,remaining_less_than_365d,,,,,,,
113610,2026-07-10,120.005,120.514,26.7542071197,147.26820711969998,-2.83225739350015,2.5297300000000003,2026-12-01,,,False,False,remaining_less_than_365d,,,,,,,
113615,2026-07-10,679.984,683.193,16.4307457471,699.6237457471,0.29176924541587074,4.957999999999999,2026-12-23,,,False,False,remaining_less_than_365d,,,,,,,
113616,2026-07-10,114.977,114.687,76.7030979556,191.3900979556,-0.0048631297083210874,24.324309999999997,2026-12-28,,,False,False,remaining_less_than_365d,,,,,,,
113624,2026-07-10,139.018,132.805,-1.2078638586,131.5971361414,-1.1741794602896924,3.00429,2027-04-28,2026-07-10,,False,False,remaining_less_than_365d|call_notice_active,,,,,,,
113625,2026-07-10,115.132,115.654,114.4462953271,230.1002953271,2.144178445714872,5.825336,2027-06-11,,,False,False,remaining_less_than_365d,,,,,,,
113632,2026-07-10,124.25,116.408,-0.369568554,116.038431446,-3.85766195553864,12.716140000000001,2027-11-17,2026-06-25,,False,False,call_notice_active,,,,,,,
118011,2026-07-10,224.0,198.64,5.7755445035,204.41554450349997,2.126920204167687,2.7260000000000004,2028-07-04,2026-07-02,,False,False,call_notice_active,,,,,,,
118020,2026-07-10,115.841,118.79,121.4460719041,240.23607190410002,-0.560183677545169,6.41679,2028-09-23,,2025-06-24,False,False,tail_risk_active,,,,,,,
118027,2026-07-10,89.101,91.009,3.5592437121,94.5682437121,-2.0070517705555897,9.4746496,2028-11-28,,2025-02-22,True,False,tail_risk_active|st_risk_active,,,,,,,
118040,2026-07-10,129.5,123.085,5.3799804805,128.4649804805,-3.878295945876532,4.28624,2029-07-25,2026-07-03,,False,False,call_notice_active,,,,,,,
123064,2026-07-10,111.201,111.223,37.9059524941,149.1289524941,-1.0445217699434206,5.97602,2026-09-01,,,False,False,remaining_less_than_365d,,,,,,,
123065,2026-07-10,122.121,121.3,47.298606503,168.59860650299998,-1.6623757309837046,2.180312,2026-09-04,,,False,False,remaining_less_than_365d,,,,,,,
123071,2026-07-10,115.55,115.54,65.2692077088,180.8092077088,0.9701254198204478,6.936644,2026-10-21,,,False,False,remaining_less_than_365d,,,,,,,
123072,2026-07-10,121.469,121.7,308.7164778579,430.41647785789996,3.095696030483225,1.417828,2026-10-21,,,False,False,remaining_less_than_365d,,,,,,,
123076,2026-07-10,137.218,134.223,15.3337009472,149.5567009472,-1.4420141158304574,3.392682,2026-11-19,,,False,False,remaining_less_than_365d,,,,,,,
123080,2026-07-10,126.594,128.7,46.3443548387,175.04435483869997,-0.49865567999713123,1.485471,2026-12-02,,,False,False,remaining_less_than_365d,,,,,,,
123088,2026-07-10,116.67,117.0,56.2096774194,173.2096774194,2.294127997790083,3.004275,2026-12-15,,,False,False,remaining_less_than_365d,,,,,,,
123090,2026-07-10,112.72,112.755,167.8804267034,280.63542670339996,1.5658474859889393,4.983774,2026-12-21,,,False,False,remaining_less_than_365d,,,,,,,
123091,2026-07-10,179.0,175.0,27.2804463852,202.2804463852,2.1136592769834017,5.481554,2026-12-23,,,False,False,remaining_less_than_365d,,,,,,,
123092,2026-07-10,120.0,119.35,33.8983069977,153.24830699769998,-0.26846862665072335,3.415727,2026-12-24,,,False,False,remaining_less_than_365d,,,,,,,
123104,2026-07-10,129.67,132.48,30.4361290323,162.91612903229998,-1.8131793931113767,9.698742,2027-03-16,,,False,False,remaining_less_than_365d,,,,,,,
123107,2026-07-10,113.45,113.674,37.1075457271,150.78154572710002,-0.25944101409761894,77.06345,2027-03-29,,,False,False,remaining_less_than_365d,,,,,,,
123109,2026-07-10,136.049,133.859,63.8788492647,197.7378492647,-1.7060759992902275,4.595034,2027-04-01,,,False,False,remaining_less_than_365d,,,,,,,
123112,2026-07-10,130.56,132.05,80.1075409836,212.15754098360003,3.748440758626396,2.264569,2027-04-08,,,False,False,remaining_less_than_365d,,,,,,,
123113,2026-07-10,114.734,114.998,125.8583548387,240.85635483869999,2.1472109982926826,10.248193,2027-04-19,,,False,False,remaining_less_than_365d,,,,,,,
123114,2026-07-10,132.3,135.69,38.3733078652,174.0633078652,-0.4187884898295782,8.998898,2027-05-25,,,False,False,remaining_less_than_365d,,,,,,,
123117,2026-07-10,114.295,114.523,172.215105919,286.73810591899996,1.4426175233148304,9.998302,2027-06-23,,,False,False,remaining_less_than_365d,,,,,,,
123118,2026-07-10,701.0,692.113,26.5403060177,718.6533060177001,-1.0163955250201029,0.654094,2027-07-07,,,False,False,remaining_less_than_365d,,,,,,,
123142,2026-07-10,125.3,126.086,52.5066042339,178.5926042339,-0.789523091616825,5.493646,2028-03-18,,2026-06-26,False,False,tail_risk_active,,,,,,,
123251,2026-07-10,260.33,255.1,0.4501416431,255.5501416431,0.2773845766163166,4.417341,2030-12-23,2026-07-08,,False,False,call_notice_active,,,,,,,
127025,2026-07-10,105.412,105.425,289.9818767908,395.4068767908,2.8485166730390645,17.764008,2026-11-05,,,False,False,remaining_less_than_365d,,,,,,,
127027,2026-07-10,112.65,112.803,38.2898702929,151.0928702929,-0.736891479733999,19.463504,2026-12-10,,,False,False,remaining_less_than_365d,,,,,,,
127030,2026-07-10,119.2,118.982,25.2392207171,144.2212207171,-2.0796942848764717,49.974309,2027-03-22,,,False,False,remaining_less_than_365d,,,,,,,
127031,2026-07-10,120.076,119.714,68.497455,188.211455,2.48720650130368,9.999172,2027-03-25,,,False,False,remaining_less_than_365d,,,,,,,
127034,2026-07-10,127.6,126.428,36.9331285024,163.3611285024,-0.9508815082222697,4.27889,2027-04-30,,,False,False,remaining_less_than_365d,,,,,,,
127037,2026-07-10,692.0,714.0,34.5464220183,748.5464220183,1.9222814773127692,5.055207,2027-06-07,,,False,False,remaining_less_than_365d,,,,,,,
127038,2026-07-10,137.1,137.321,55.1760898287,192.49708982869998,-0.5556915262970824,14.915074,2027-06-10,,,False,False,remaining_less_than_365d,,,,,,,
127040,2026-07-10,122.96,121.2,22.0301369863,143.2301369863,-1.1818809775567243,39.862599,2027-07-07,,,False,False,remaining_less_than_365d,,,,,,,
127093,2026-07-10,128.39,129.338,57.8684411765,187.2064411765,0.856123070520451,2.424582,2029-10-17,,,True,False,st_risk_active,,,,,,,
128121,2026-07-10,107.821,107.915,52.5279050279,160.4429050279,-0.5494369143839185,6.463507,2026-07-17,,,False,False,remaining_less_than_365d,,,,,,,
128124,2026-07-10,105.726,105.781,348.3202956879,454.1012956879,2.513948223814668,2.243375,2026-07-28,,,False,False,remaining_less_than_365d,,,,,,,
128125,2026-07-10,112.704,112.729,59.0084005964,171.7374005964,1.0152947849620853,4.495861,2026-07-30,,,False,False,remaining_less_than_365d,,,,,,,
128127,2026-07-10,113.458,113.517,37.3415555556,150.8585555556,1.6328389192143644,7.680977,2026-08-20,,,False,False,remaining_less_than_365d,,,,,,,
128128,2026-07-10,110.4,110.8,21.427755102,132.227755102,-1.914814385237728,6.792079,2026-08-20,,,False,False,remaining_less_than_365d,,,,,,,
128129,2026-07-10,107.74,107.74,49.8319713262,157.57197132619999,1.8170539115332804,49.996559,2026-08-25,,,False,False,remaining_less_than_365d,,,,,,,
128134,2026-07-10,123.0,124.9,11.1139877925,136.01398779250002,-1.8192884257863973,15.725538,2026-10-09,,,False,False,remaining_less_than_365d,,,,,,,
128135,2026-07-10,114.46,114.458,217.6498535354,332.1078535354,1.5559327798974205,13.398191,2026-10-20,,,False,False,remaining_less_than_365d,,,,,,,
128136,2026-07-10,139.023,134.379,20.6902476666,155.0692476666,-0.942891053222116,29.848421,2026-11-03,,,False,False,remaining_less_than_365d,,,,,,,
